season,fpl_id,first_name,second_name,full_name,web_name,team_id,element_type
2324,32,Alexandre,Moreno Lopera,Alexandre Moreno Lopera,Alex Moreno,2,2
2324,34,Leon,Bailey,Leon Bailey,Bailey,2,3
2324,35,Emiliano,Buendía Stati,Emiliano Buendía Stati,Buendia,2,3
2324,37,Calum,Chambers,Calum Chambers,Chambers,2,2
2324,38,Philippe,Coutinho Correia,Philippe Coutinho Correia,Coutinho,2,3
2324,39,Keinan,Davis,Keinan Davis,Davis,2,4
2324,40,Leander,Dendoncker,Leander Dendoncker,Dendoncker,2,3
2324,41,Diego Carlos,Santos Silva,Diego Carlos Santos Silva,Diego Carlos,2,2
2324,42,Lucas,Digne,Lucas Digne,Digne,2,2
2324,43,Douglas Luiz,Soares de Paulo,Douglas Luiz Soares de Paulo,Douglas Luiz,2,3
2324,44,Jhon,Durán,Jhon Durán,Duran,2,4
2324,45,Kortney,Hause,Kortney Hause,Hause,2,2
2324,46,Tim,Iroegbunam,Tim Iroegbunam,Iroegbunam,2,3
2324,47,Boubacar,Kamara,Boubacar Kamara,Kamara,2,3
2324,48,Ezri,Konsa Ngoyo,Ezri Konsa Ngoyo,Konsa,2,2
2324,49,Emiliano,Martínez Romero,Emiliano Martínez Romero,Martinez,2,1
2324,50,John,McGinn,John McGinn,McGinn,2,3
2324,51,Tyrone,Mings,Tyrone Mings,Mings,2,2
2324,53,Robin,Olsen,Robin Olsen,Olsen,2,1
2324,54,Jaden,Philogene-Bidace,Jaden Philogene-Bidace,Philogene,2,3
2324,55,Jacob,Ramsey,Jacob Ramsey,J.Ramsey,2,3
2324,56,Morgan,Sanson,Morgan Sanson,Sanson,2,3
2324,57,Viljami,Sinisalo,Viljami Sinisalo,Sinisalo,2,1
2324,58,Youri,Tielemans,Youri Tielemans,Tielemans,2,3
2324,59,Bertrand,Traoré,Bertrand Traoré,Bertrand Traoré,2,3
2324,60,Ollie,Watkins,Ollie Watkins,Watkins,2,4
2324,61,Wesley,Moraes Ferreira da Silva,Wesley Moraes Ferreira da Silva,Wesley,2,4
2324,584,Pau,Torres,Pau Torres,Pau,2,2
2324,599,Moussa,Diaby,Moussa Diaby,Diaby,2,3
2324,618,Omari,Kellyman,Omari Kellyman,Kellyman,2,3
2324,670,Filip,Marschall,Filip Marschall,Marschall,2,1
2324,672,Nicolò,Zaniolo,Nicolò Zaniolo,Zaniolo,2,3
2324,686,Oliwier,Zych,Oliwier Zych,Zych,2,1
2324,699,Clément,Lenglet,Clément Lenglet,Lenglet,2,2
2324,765,Sam,Proctor,Sam Proctor,Proctor,2,1
2324,767,Tommi,O'Reilly,Tommi O'Reilly,O'Reilly,2,3
2324,778,James,Wright,James Wright,Wright,2,1
2324,793,Kaine,Kesler-Hayden,Kaine Kesler-Hayden,Kesler-Hayden,2,2
2324,803,Morgan,Rogers,Morgan Rogers,Rogers,2,3
2324,818,Joe,Gauci,Joe Gauci,Gauci,2,1
2324,854,Finley,Munroe,Finley Munroe,Munroe,2,2
2324,865,Kadan,Young,Kadan Young,Young,2,3
2324,866,Lander,Emery,Lander Emery,Emery,2,1
2324,62,Jaidon,Anthony,Jaidon Anthony,Anthony,3,3
2324,63,Philip,Billing,Philip Billing,Billing,3,3
2324,64,David,Brooks,David Brooks,Brooks,3,3
2324,65,Ryan,Christie,Ryan Christie,Christie,3,3
2324,66,Lewis,Cook,Lewis Cook,L.Cook,3,3
2324,67,Siriki,Dembélé,Siriki Dembélé,Siriki,3,3
2324,68,Ryan,Fredericks,Ryan Fredericks,Fredericks,3,2
2324,70,Lloyd,Kelly,Lloyd Kelly,Kelly,3,2
2324,71,Gavin,Kilkenny,Gavin Kilkenny,Kilkenny,3,3
2324,72,Justin,Kluivert,Justin Kluivert,Kluivert,3,3
2324,73,Jamal,Lowe,Jamal Lowe,Lowe,3,3
2324,74,Emiliano,Marcondes,Emiliano Marcondes,Marcondes,3,3
2324,75,Chris,Mepham,Chris Mepham,Mepham,3,2
2324,76,Kieffer,Moore,Kieffer Moore,Moore,3,4
2324,77,Norberto,Murara Neto,Norberto Murara Neto,Neto,3,1
2324,78,Dango,Ouattara,Dango Ouattara,O.Dango,3,3
2324,79,Ben,Pearson,Ben Pearson,Pearson,3,3
2324,80,Darren,Randolph,Darren Randolph,Randolph,3,1
2324,81,Joe,Rothwell,Joe Rothwell,Rothwell,3,3
2324,82,Antoine,Semenyo,Antoine Semenyo,Semenyo,3,4
2324,83,Marcos,Senesi,Marcos Senesi,Senesi,3,2
2324,84,Adam,Smith,Adam Smith,Smith,3,2
2324,85,Dominic,Solanke,Dominic Solanke,Solanke,3,4
2324,86,Marcus,Tavernier,Marcus Tavernier,Tavernier,3,3
2324,87,Hamed,Traorè,Hamed Traorè,Hamed Traorè,3,3
2324,88,Mark,Travers,Mark Travers,Travers,3,1
2324,89,Illia,Zabarnyi,Illia Zabarnyi,Zabarnyi,3,2
2324,595,Milos,Kerkez,Milos Kerkez,Kerkez,3,2
2324,607,Ionuț,Radu,Ionuț Radu,Radu,3,1
2324,619,Ben,Greenwood,Ben Greenwood,Greenwood,3,2
2324,643,Max,Aarons,Max Aarons,Aarons,3,2
2324,644,Alex,Scott,Alex Scott,Scott,3,3
2324,673,Tyler,Adams,Tyler Adams,Adams,3,3
2324,705,Luis,Sinisterra,Luis Sinisterra,Sinisterra,3,3
2324,799,Romain,Faivre,Romain Faivre,Faivre,3,3
2324,802,Max,Kinsey,Max Kinsey,Kinsey,3,2
2324,804,Enes,Ünal,Enes Ünal,Enes Ünal,3,4
2324,811,Dominic,Sadi,Dominic Sadi,Sadi,3,3
2324,849,Michael,Dacosta Gonzalez,Michael Dacosta Gonzalez,Dacosta Gonzalez,3,3
2324,855,Callan,McKenna,Callan McKenna,McKenna,3,1
2324,90,Kristoffer,Ajer,Kristoffer Ajer,Ajer,4,2
2324,91,Ellery,Balcombe,Ellery Balcombe,Balcombe,4,1
2324,92,Shandon,Baptiste,Shandon Baptiste,Baptiste,4,3
2324,93,Mads,Bech Sørensen,Mads Bech Sørensen,Bech,4,2
2324,94,Mads,Bidstrup,Mads Bidstrup,Bidstrup,4,3
2324,95,Sergi,Canós Tenés,Sergi Canós Tenés,Canós,4,3
2324,96,Nathan,Collins,Nathan Collins,Collins,4,2
2324,97,Matthew,Cox,Matthew Cox,Cox,4,1
2324,98,Mikkel,Damsgaard,Mikkel Damsgaard,Damsgaard,4,3
2324,99,Josh,Dasilva,Josh Dasilva,Dasilva,4,3
2324,100,Halil,Dervişoğlu,Halil Dervişoğlu,Dervişoğlu,4,4
2324,101,Mark,Flekken,Mark Flekken,Flekken,4,1
2324,102,Charlie,Goode,Charlie Goode,Goode,4,2
2324,103,Rico,Henry,Rico Henry,Henry,4,2
2324,104,Aaron,Hickey,Aaron Hickey,Hickey,4,2
2324,105,Vitaly,Janelt,Vitaly Janelt,Janelt,4,3
2324,106,Mathias,Jensen,Mathias Jensen,Jensen,4,3
2324,107,Keane,Lewis-Potter,Keane Lewis-Potter,Lewis-Potter,4,3
2324,108,Bryan,Mbeumo,Bryan Mbeumo,Mbeumo,4,3
2324,109,Ben,Mee,Ben Mee,Mee,4,2
2324,110,Christian,Nørgaard,Christian Nørgaard,Nørgaard,4,3
2324,111,Frank,Onyeka,Frank Onyeka,Onyeka,4,3
2324,112,Ethan,Pinnock,Ethan Pinnock,Pinnock,4,2
2324,114,Mads,Roerslev Rasmussen,Mads Roerslev Rasmussen,Roerslev,4,2
2324,115,Kevin,Schade,Kevin Schade,Schade,4,3
2324,116,Thomas,Strakosha,Thomas Strakosha,Strakosha,4,1
2324,117,Ivan,Toney,Ivan Toney,Toney,4,4
2324,118,Ryan,Trevitt,Ryan Trevitt,Trevitt,4,3
2324,119,Yoane,Wissa,Yoane Wissa,Wissa,4,4
2324,120,Yegor,Yarmoliuk,Yegor Yarmoliuk,Yarmoliuk,4,3
2324,121,Mathias,Jorgensen,Mathias Jorgensen,Zanka,4,2
2324,258,Neal,Maupay,Neal Maupay,Maupay,4,4
2324,508,Sergio,Reguilón,Sergio Reguilón,Reguilón,4,2
2324,620,Michael,Olakigbe,Michael Olakigbe,Olakigbe,4,3
2324,684,Ethan,Brierley,Ethan Brierley,Brierley,4,3
2324,701,Saman,Ghoddos,Saman Ghoddos,Ghoddos,4,3
2324,725,Ji-Soo,Kim,Ji-Soo Kim,Kim Ji-Soo,4,2
2324,733,Valintino,Adedokun,Valintino Adedokun,Adedokun,4,2
2324,744,Myles,Peart-Harris,Myles Peart-Harris,Peart-Harris,4,3
2324,752,Vincent,Angelini,Vincent Angelini,Angelini,4,1
2324,789,Hákon,Valdimarsson,Hákon Valdimarsson,Valdimarsson,4,1
2324,797,Benjamin,Fredrick,Benjamin Fredrick,Fredrick,4,2
2324,834,Benjamin,Arthur,Benjamin Arthur,Arthur,4,2
2324,864,Yunus,Konak,Yunus Konak,Konak,4,3
2324,122,Simon,Adingra,Simon Adingra,Adingra,5,3
2324,123,Steven,Alzate,Steven Alzate,Alzate,5,3
2324,124,Yasin,Ayari,Yasin Ayari,Ayari,5,3
2324,125,Facundo,Buonanotte,Facundo Buonanotte,Buonanotte,5,3
2324,127,Aaron,Connolly,Aaron Connolly,Connolly,5,4
2324,128,Mahmoud,Dahoud,Mahmoud Dahoud,Dahoud,5,3
2324,129,Lewis,Dunk,Lewis Dunk,Dunk,5,2
2324,130,Julio,Enciso,Julio Enciso,Enciso,5,3
2324,131,Pervis,Estupiñán,Pervis Estupiñán,Estupiñan,5,2
2324,132,Evan,Ferguson,Evan Ferguson,Ferguson,5,4
2324,133,Billy,Gilmour,Billy Gilmour,Gilmour,5,3
2324,134,Pascal,Groß,Pascal Groß,Gross,5,3
2324,135,João Pedro,Junqueira de Jesus,João Pedro Junqueira de Jesus,João Pedro,5,4
2324,136,Michał,Karbownik,Michał Karbownik,Karbownik,5,2
2324,137,Kacper,Kozłowski,Kacper Kozłowski,Kozłowski,5,3
2324,138,Adam,Lallana,Adam Lallana,Lallana,5,3
2324,139,Tariq,Lamptey,Tariq Lamptey,Lamptey,5,2
2324,140,Solly,March,Solly March,March,5,3
2324,141,Tom,McGill,Tom McGill,McGill,5,1
2324,142,James,Milner,James Milner,Milner,5,3
2324,143,Kaoru,Mitoma,Kaoru Mitoma,Mitoma,5,3
2324,144,Jakub,Moder,Jakub Moder,Moder,5,3
2324,146,Jeremy,Sarmiento Morante,Jeremy Sarmiento Morante,Sarmiento,5,3
2324,147,Kjell,Scherpen,Kjell Scherpen,Scherpen,5,1
2324,148,Jason,Steele,Jason Steele,Steele,5,1
2324,149,Deniz,Undav,Deniz Undav,Undav,5,4
2324,150,Jan Paul,van Hecke,Jan Paul van Hecke,Van Hecke,5,2
2324,151,Joël,Veltman,Joël Veltman,Veltman,5,2
2324,152,Bart,Verbruggen,Bart Verbruggen,Verbruggen,5,1
2324,153,Adam,Webster,Adam Webster,Webster,5,2
2324,154,Danny,Welbeck,Danny Welbeck,Welbeck,5,4
2324,155,Andi,Zeqiri,Andi Zeqiri,Zeqiri,5,4
2324,606,Igor Julio,dos Santos de Paulo,Igor Julio dos Santos de Paulo,Igor,5,2
2324,621,Jack,Hinshelwood,Jack Hinshelwood,Hinshelwood,5,3
2324,690,Carlos,Baleba,Carlos Baleba,Baleba,5,3
2324,700,Anssumane,Fati Vieira,Anssumane Fati Vieira,Ansu Fati,5,3
2324,741,Mark,O’Mahony,Mark O’Mahony,O’Mahony,5,4
2324,742,Benicio,Baker-Boaitey,Benicio Baker-Boaitey,Baker-Boaitey,5,3
2324,746,Ben,Jackson,Ben Jackson,Jackson,5,2
2324,747,Joshua,Duffus,Joshua Duffus,Duffus,5,3
2324,753,Leigh,Kavanagh,Leigh Kavanagh,Kavanagh,5,2
2324,755,Luca,Barrington,Luca Barrington,Barrington,5,3
2324,786,Cameron,Peupion,Cameron Peupion,Peupion,5,3
2324,816,Valentín,Barco,Valentín Barco,Barco,5,2
2324,843,Samy,Chouchane,Samy Chouchane,Chouchane,5,3
2324,845,Odeluga,Offiah,Odeluga Offiah,Offiah,5,2
2324,861,Noël,Atom,Noël Atom,Atom,5,2
2324,156,Enock,Agyei,Enock Agyei,Agyei,6,3
2324,157,Ameen,Al-Dakhil,Ameen Al-Dakhil,Al-Dakhil,6,2
2324,158,Samuel,Bastien,Samuel Bastien,Bastien,6,3
2324,159,Manuel Benson,Hedilazio,Manuel Benson Hedilazio,Benson,6,3
2324,160,Jordan,Beyer,Jordan Beyer,Beyer,6,2
2324,161,Josh,Brownhill,Josh Brownhill,Brownhill,6,3
2324,162,Darko,Churlinov,Darko Churlinov,Churlinov,6,3
2324,163,Jack,Cork,Jack Cork,Cork,6,3
2324,164,Dara,Costelloe,Dara Costelloe,Costelloe,6,3
2324,165,Josh,Cullen,Josh Cullen,Cullen,6,3
2324,166,CJ,Egan-Riley,CJ Egan-Riley,Egan-Riley,6,2
2324,167,Hjalmar,Ekdal,Hjalmar Ekdal,Ekdal,6,2
2324,168,Lyle,Foster,Lyle Foster,Foster,6,4
2324,169,Denis,Franchi,Denis Franchi,Franchi,6,1
2324,170,Jóhann Berg,Gudmundsson,Jóhann Berg Gudmundsson,Gudmundsson,6,3
2324,171,Luke,McNally,Luke McNally,McNally,6,2
2324,172,Arijanet,Muric,Arijanet Muric,Muric,6,1
2324,173,Dara,O'Shea,Dara O'Shea,O'Shea,6,2
2324,174,Michael,Obafemi,Michael Obafemi,Obafemi,6,4
2324,175,Bailey,Peacock-Farrell,Bailey Peacock-Farrell,Peacock-Farrell,6,1
2324,176,Connor,Roberts,Connor Roberts,Roberts,6,2
2324,177,Jay,Rodriguez,Jay Rodriguez,Rodriguez,6,4
2324,178,Charlie,Taylor,Charlie Taylor,Taylor,6,2
2324,179,Bobby,Thomas,Bobby Thomas,Thomas,6,2
2324,180,Scott,Twine,Scott Twine,Twine,6,3
2324,181,Lawrence,Vigouroux,Lawrence Vigouroux,Vigouroux,6,1
2324,182,Victor,da Silva,Victor da Silva,Vitinho,6,2
2324,183,Wout,Weghorst,Wout Weghorst,Weghorst,6,4
2324,184,Anass,Zaroury,Anass Zaroury,Zaroury,6,3
2324,200,David Datro,Fofana,David Datro Fofana,D.D.Fofana,6,4
2324,475,Sander,Berge,Sander Berge,Berge,6,3
2324,594,Zeki,Amdouni,Zeki Amdouni,Amdouni,6,4
2324,596,James,Trafford,James Trafford,Trafford,6,1
2324,600,Nathan,Redmond,Nathan Redmond,Redmond,6,3
2324,605,Luca,Koleosho,Luca Koleosho,Koleosho,6,3
2324,608,Jacob,Bruun Larsen,Jacob Bruun Larsen,Bruun Larsen,6,3
2324,622,Owen,Dodgson,Owen Dodgson,Dodgson,6,2
2324,660,Wilson,Odobert,Wilson Odobert,Odobert,6,3
2324,674,Hannes,Delcroix,Hannes Delcroix,Delcroix,6,2
2324,675,Aaron,Ramsey,Aaron Ramsey,A.Ramsey,6,3
2324,694,Han-Noah,Massengo,Han-Noah Massengo,Massengo,6,3
2324,706,Mike,Trésor,Mike Trésor,M.Trésor,6,3
2324,805,Lorenz,Assignon,Lorenz Assignon,Assignon,6,2
2324,806,Maxime,Esteve,Maxime Esteve,Estève,6,2
2324,126,Moisés,Caicedo Corozo,Moisés Caicedo Corozo,Caicedo,7,3
2324,145,Robert,Sánchez,Robert Sánchez,Sanchez,7,1
2324,185,Ethan,Ampadu,Ethan Ampadu,Ampadu,7,2
2324,186,Andrey,Nascimento dos Santos,Andrey Nascimento dos Santos,Andrey,7,3
2324,187,Kepa,Arrizabalaga,Kepa Arrizabalaga,Arrizabalaga,7,1
2324,188,Pierre-Emerick,Aubameyang,Pierre-Emerick Aubameyang,Aubameyang,7,4
2324,189,César,Azpilicueta,César Azpilicueta,Azpilicueta,7,2
2324,190,Abdul Rahman,Baba,Abdul Rahman Baba,Baba,7,2
2324,191,Benoît,Badiashile,Benoît Badiashile,B.Badiashile,7,2
2324,192,Marcus,Bettinelli,Marcus Bettinelli,Bettinelli,7,1
2223,130,Jorge Luiz,Frello Filho,Jorge Luiz Frello Filho,Jorginho,1,3
2223,313,Oleksandr,Zinchenko,Oleksandr Zinchenko,Zinchenko,1,2
2223,607,Matthew,Smith,Matthew Smith,Smith,1,3
2223,630,Ethan,Nwaneri,Ethan Nwaneri,Nwaneri,1,3
2223,655,Karl,Hein,Karl Hein,Hein,1,1
2223,668,Amario,Cozier-Duberry,Amario Cozier-Duberry,Cozier-Duberry,1,3
2223,685,Nathan,Butler-Oyedeji,Nathan Butler-Oyedeji,Butler-Oyedeji,1,4
2223,710,Jakub,Kiwior,Jakub Kiwior,Kiwior,1,2
2223,751,Reuell,Walters,Reuell Walters,Walters,1,2
2223,767,Mauro,Bandeira,Mauro Bandeira,Bandeira,1,3
2223,29,Philippe,Coutinho Correia,Philippe Coutinho Correia,Coutinho,2,3
2223,31,Emiliano,Martínez Romero,Emiliano Martínez Romero,Martínez,2,1
2223,32,Calum,Chambers,Calum Chambers,Chambers,2,2
2223,33,Lucas,Digne,Lucas Digne,Digne,2,2
2223,34,Bertrand,Traoré,Bertrand Traoré,Traoré,2,3
2223,35,Robin,Olsen,Robin Olsen,Olsen,2,1
2223,36,Morgan,Sanson,Morgan Sanson,Sanson,2,3
2223,37,John,McGinn,John McGinn,McGinn,2,3
2223,38,Kortney,Hause,Kortney Hause,Hause,2,2
2223,39,Tyrone,Mings,Tyrone Mings,Mings,2,2
2223,40,Ollie,Watkins,Ollie Watkins,Watkins,2,4
2324,194,Trevoh,Chalobah,Trevoh Chalobah,Chalobah,7,2
2324,195,Ben,Chilwell,Ben Chilwell,Chilwell,7,2
2324,196,Carney,Chukwuemeka,Carney Chukwuemeka,Chukwuemeka,7,3
2324,197,Levi,Colwill,Levi Colwill,Colwill,7,2
2324,198,Marc,Cucurella Saseta,Marc Cucurella Saseta,Cucurella,7,2
2324,199,Enzo,Fernández,Enzo Fernández,Enzo,7,3
2324,201,Wesley,Fofana,Wesley Fofana,W.Fofana,7,2
2324,202,Conor,Gallagher,Conor Gallagher,Gallagher,7,3
2324,203,Malo,Gusto,Malo Gusto,Gusto,7,2
2324,206,Reece,James,Reece James,James,7,2
2324,207,Romelu,Lukaku Bolingoli,Romelu Lukaku Bolingoli,Lukaku,7,4
2324,208,Noni,Madueke,Noni Madueke,Madueke,7,3
2324,210,Mykhailo,Mudryk,Mykhailo Mudryk,Mudryk,7,3
2324,211,Nicolas,Jackson,Nicolas Jackson,N.Jackson,7,4
2324,212,Christopher,Nkunku,Christopher Nkunku,Nkunku,7,4
2324,213,Christian,Pulisic,Christian Pulisic,Pulisic,7,3
2324,214,Malang,Sarr,Malang Sarr,M.Sarr,7,2
2324,215,Gabriel,Słonina,Gabriel Słonina,Slonina,7,1
2324,216,Raheem,Sterling,Raheem Sterling,Sterling,7,3
2324,217,Thiago,Emiliano da Silva,Thiago Emiliano da Silva,T.Silva,7,2
2324,218,Hakim,Ziyech,Hakim Ziyech,Ziyech,7,3
2324,362,Cole,Palmer,Cole Palmer,Palmer,7,3
2324,589,Ângelo Gabriel,Borges Damaceno,Ângelo Gabriel Borges Damaceno,Ângelo,7,3
2324,609,Ian,Maatsen,Ian Maatsen,Maatsen,7,3
2324,611,Axel,Disasi,Axel Disasi,Disasi,7,2
2324,613,Lesley,Ugochukwu,Lesley Ugochukwu,Ugochukwu,7,3
2324,623,Mason,Burstow,Mason Burstow,Burstow,7,4
2324,659,Lucas,Bergström,Lucas Bergström,Bergström,7,1
2324,667,Roméo,Lavia,Roméo Lavia,Lavia,7,3
2324,671,Bashir,Humphreys,Bashir Humphreys,Humphreys,7,2
2324,677,Deivid Washington,de Souza Eugênio,Deivid Washington de Souza Eugênio,Deivid,7,4
2324,680,Eddie,Beach,Eddie Beach,Beach,7,1
2324,681,Diego Manuel Jadon,da Silva Moreira,Diego Manuel Jadon da Silva Moreira,Diego Moreira,7,3
2324,687,Đorđe,Petrović,Đorđe Petrović,Petrović,7,1
2324,716,Alfie,Gilchrist,Alfie Gilchrist,Gilchrist,7,2
2324,717,Ronnie,Stutter,Ronnie Stutter,Stutter,7,4
2324,718,Alex,Matos,Alex Matos,Matos,7,3
2324,723,Josh,Brooking,Josh Brooking,Brooking,7,2
2324,758,Leo,Castledine,Leo Castledine,Castledine,7,3
2324,791,Cesare,Casadei,Cesare Casadei,Casadei,7,3
2324,819,Ishé,Samuels-Smith,Ishé Samuels-Smith,Samuels-Smith,7,2
2324,820,Ollie,Harrison,Ollie Harrison,Harrison,7,3
2324,830,Jimi,Tauriainen,Jimi Tauriainen,Tauriainen,7,3
2324,838,Josh,Acheampong,Josh Acheampong,Acheampong,7,2
2324,847,Teddy,Sharman-Lowe,Teddy Sharman-Lowe,Sharman-Lowe,7,1
2324,851,Tyrique,George,Tyrique George,George,7,4
2324,852,Kiano,Dyer,Kiano Dyer,Dyer,7,3
2324,858,Ted,Curd,Ted Curd,Curd,7,1
2324,859,Zak,Sturge,Zak Sturge,Sturge,7,2
2324,7,Rob,Holding,Rob Holding,Holding,8,2
2324,219,Naouirou,Ahamada,Naouirou Ahamada,Ahamada,8,3
2324,220,Joachim,Andersen,Joachim Andersen,Andersen,8,2
2324,221,Jordan,Ayew,Jordan Ayew,J.Ayew,8,3
2324,222,Nathaniel,Clyne,Nathaniel Clyne,Clyne,8,2
2324,223,Cheick,Doucouré,Cheick Doucouré,C.Doucouré,8,3
2324,224,Malcolm,Ebiowei,Malcolm Ebiowei,Ebiowei,8,3
2324,225,Odsonne,Edouard,Odsonne Edouard,Edouard,8,4
2324,247,Seamus,Coleman,Seamus Coleman,Coleman,9,2
2324,249,Abdoulaye,Doucouré,Abdoulaye Doucouré,A.Doucoure,9,3
2324,250,James,Garner,James Garner,Garner,9,3
2324,251,Jean-Philippe,Gbamin,Jean-Philippe Gbamin,Gbamin,9,3
2324,252,Ben,Godfrey,Ben Godfrey,Godfrey,9,2
2324,253,Demarai,Gray,Demarai Gray,Gray,9,3
2324,254,Idrissa,Gueye,Idrissa Gueye,Gana,9,3
2324,256,Alex,Iwobi,Alex Iwobi,Iwobi,10,3
2324,267,Andreas,Hoelgebaum Pereira,Andreas Hoelgebaum Pereira,Andreas,10,3
2324,268,Tom,Cairney,Tom Cairney,Cairney,10,3
2324,269,Ivan,Neves Abreu Cavaleiro,Ivan Neves Abreu Cavaleiro,I.Cavaleiro,10,3
2324,270,Bobby,De Cordova-Reid,Bobby De Cordova-Reid,De Cordova-Reid,10,3
2324,271,Issa,Diop,Issa Diop,Diop,10,2
2324,272,Tyrese,Francois,Tyrese Francois,Francois,10,3
2324,273,Anthony,Knockaert,Anthony Knockaert,Knockaert,10,3
2324,274,Terence,Kongolo,Terence Kongolo,Kongolo,10,2
2324,275,Bernd,Leno,Bernd Leno,Leno,10,1
2324,276,Saša,Lukić,Saša Lukić,Lukić,10,3
2324,277,Kevin,Mbabu,Kevin Mbabu,Mbabu,10,2
2324,278,Aleksandar,Mitrović,Aleksandar Mitrović,Mitrović,10,4
2324,279,Rodrigo,Muniz Carvalho,Rodrigo Muniz Carvalho,Muniz,10,4
2324,280,João,Palhinha Gonçalves,João Palhinha Gonçalves,J.Palhinha,10,3
2324,281,Tim,Ream,Tim Ream,Ream,10,2
2324,282,Harrison,Reed,Harrison Reed,Reed,10,3
2324,283,Antonee,Robinson,Antonee Robinson,Robinson,10,2
2324,284,Marek,Rodák,Marek Rodák,Rodák,10,1
2324,285,Kenny,Tete,Kenny Tete,Tete,10,2
2324,286,Tosin,Adarabioyo,Tosin Adarabioyo,Tosin,10,2
2324,287,Carlos Vinícius,Alves Morais,Carlos Vinícius Alves Morais,Vinícius,10,4
2324,288,Harry,Wilson,Harry Wilson,Wilson,10,3
2324,558,Raúl,Jiménez,Raúl Jiménez,Raúl,10,4
2324,591,Willian,Borges da Silva,Willian Borges da Silva,Willian,10,3
2324,610,Calvin,Bassey,Calvin Bassey,Bassey,10,2
2324,625,Luc,De Fougerolles,Luc De Fougerolles,De Fougerolles,10,2
2324,651,Jay,Stansfield,Jay Stansfield,Stansfield,10,4
2324,652,Matthew,Dibley-Dias,Matthew Dibley-Dias,Dibley-Dias,10,3
2324,662,Adama,Traoré,Adama Traoré,Adama,10,3
2324,683,Luke,Harris,Luke Harris,Harris,10,3
2324,688,Timothy,Castagne,Timothy Castagne,Castagne,10,2
2324,692,Steven,Benda,Steven Benda,Benda,10,1
2324,707,Fodé,Ballo-Touré,Fodé Ballo-Touré,Ballo-Touré,10,2
2324,732,Devan,Tanton,Devan Tanton,Tanton,10,2
2324,796,Kristian,Sekularac,Kristian Sekularac,Sekularac,10,3
2324,810,Joshua,King,Joshua King,King,10,3
2324,289,Adrián,San Miguel del Castillo,Adrián San Miguel del Castillo,Adrián,11,1
2324,290,Trent,Alexander-Arnold,Trent Alexander-Arnold,Alexander-Arnold,11,2
2324,291,Alisson,Ramses Becker,Alisson Ramses Becker,A.Becker,11,1
2324,292,Stefan,Bajcetic,Stefan Bajcetic,Bajcetic,11,3
2324,293,Darwin,Núñez Ribeiro,Darwin Núñez Ribeiro,Darwin,11,4
2324,294,Diogo,Teixeira da Silva,Diogo Teixeira da Silva,Diogo J.,11,3
2324,295,Harvey,Elliott,Harvey Elliott,Elliott,11,3
2324,296,Fabio Henrique,Tavares,Fabio Henrique Tavares,Fabinho,11,3
2324,297,Cody,Gakpo,Cody Gakpo,Gakpo,11,4
2324,298,Joe,Gomez,Joe Gomez,Gomez,11,2
2324,299,Jordan,Henderson,Jordan Henderson,Henderson,11,3
2324,300,Curtis,Jones,Curtis Jones,Jones,11,3
2324,301,Caoimhin,Kelleher,Caoimhin Kelleher,Kelleher,11,1
2324,302,Ibrahima,Konaté,Ibrahima Konaté,Konaté,11,2
2324,303,Luis,Díaz,Luis Díaz,Luis Díaz,11,3
2324,304,Alexis,Mac Allister,Alexis Mac Allister,Mac Allister,11,3
2324,305,Joel,Matip,Joel Matip,Matip,11,2
2324,306,Nathaniel,Phillips,Nathaniel Phillips,Phillips,11,2
2324,307,Andrew,Robertson,Andrew Robertson,Robertson,11,2
2324,308,Mohamed,Salah,Mohamed Salah,Salah,11,3
2324,309,Dominik,Szoboszlai,Dominik Szoboszlai,Szoboszlai,11,3
2324,310,Thiago,Alcántara do Nascimento,Thiago Alcántara do Nascimento,Thiago,11,3
2324,311,Konstantinos,Tsimikas,Konstantinos Tsimikas,Tsimikas,11,2
2324,312,Sepp,van den Berg,Sepp van den Berg,Van den Berg,11,2
2324,313,Virgil,van Dijk,Virgil van Dijk,Virgil,11,2
2324,626,Jarell,Quansah,Jarell Quansah,Quansah,11,2
2324,627,Bobby,Clark,Bobby Clark,Clark,11,3
2324,628,Ben,Doak,Ben Doak,Doak,11,3
2324,629,James,McConnell,James McConnell,McConnell,11,3
2324,668,Wataru,Endo,Wataru Endo,Endo,11,3
2324,708,Ryan,Gravenberch,Ryan Gravenberch,Gravenberch,11,3
2324,726,Luke,Chambers,Luke Chambers,Chambers,11,2
2324,226,Eberechi,Eze,Eberechi Eze,Eze,8,3
2324,227,Vicente,Guaita,Vicente Guaita,Guaita,8,1
2324,228,Marc,Guéhi,Marc Guéhi,Guéhi,8,2
2324,229,Will,Hughes,Will Hughes,Hughes,8,3
2324,230,Sam,Johnstone,Sam Johnstone,Johnstone,8,1
2324,231,Jefferson,Lerma Solís,Jefferson Lerma Solís,Lerma,8,3
2324,232,Jean-Philippe,Mateta,Jean-Philippe Mateta,Mateta,8,4
2324,233,Remi,Matthews,Remi Matthews,Matthews,8,1
2324,234,Tyrick,Mitchell,Tyrick Mitchell,Mitchell,8,2
2324,235,Jake,O'Brien,Jake O'Brien,O'Brien,8,2
2324,236,Michael,Olise,Michael Olise,Olise,8,3
2324,237,Luke,Plange,Luke Plange,Plange,8,4
