player_id,code,team_id,first_name,second_name,player_name,web_name,fbref_name,understat_name,fbref_player_id,understat_player_id,position,position_code,nationality,date_of_birth,status,chance_of_playing_next_round,chance_of_playing_this_round,photo,news,news_added,understat_id
316,169528,12,Antonee,Robinson,Antonee Robinson,Darwin,,,,,DEF,2,,,a,100,100,169528.jpg,,2026-02-22 23:00:09.450858,8940
317,174874,12,Joachim,Andersen,Joachim Andersen,Diogo J.,,,,,DEF,2,,,a,0,0,174874.jpg,,2026-05-09 20:30:09.152036,6314
318,232892,12,Calvin,Bassey,Calvin Bassey,Doak,,,,,DEF,2,,,u,100,100,232892.jpg,Loaned to Middlesbrough,2026-03-27 11:30:11.698772,11728
319,166477,12,Timothy,Castagne,Timothy Castagne,Elliott,,,,,DEF,2,,,a,,,166477.jpg,,,6157
320,219924,12,Issa,Diop,Issa Diop,Endo,,,,,DEF,2,,,a,,,219924.jpg,,,3203
321,246301,12,Jorge,Cuenca Barreno,Jorge Cuenca Barreno,Gakpo,,,,,DEF,2,,,a,,,246301.jpg,,,8489
322,167074,12,Kenny,Tete,Kenny Tete,Gomez,,,,,DEF,2,,,a,100,100,167074.jpg,,2026-03-20 15:00:09.39877,5973
323,591385,12,Samuel,Amissah,Samuel Amissah,Gravenberch,,,,,DEF,2,,,s,,,591385.jpg,Suspended until 23 Aug,,
324,153133,12,Alex,Iwobi,Alex Iwobi,Jones,,,,,MID,3,,,a,100,100,153133.jpg,,2026-04-18 18:00:09.137454,500
833,671606,14,Mathis,Eboué,Mathis Eboué,Ogunneye,,,,,MID,3,,,a,,,671606.jpg,,,
325,209289,12,Emile,Smith Rowe,Emile Smith Rowe,Kelleher,,,,,MID,3,,,a,100,100,209289.jpg,,2026-03-16 00:00:09.774637,7230
326,159533,12,Adama,Traoré Diarra,Adama Traoré Diarra,Konaté,,,,,MID,3,,,a,25,25,159533.jpg,,2026-05-11 00:00:11.146616,900
327,156689,12,Andreas,Hoelgebaum Pereira,Andreas Hoelgebaum Pereira,Luis Díaz,,,,,MID,3,,,a,0,0,156689.jpg,,2025-09-02 13:24:11.133813,
328,184349,12,Ryan,Sessegnon,Ryan Sessegnon,M.Salah,,,,,MID,3,,,a,100,75,184349.jpg,,2026-04-28 00:00:07.995394,6837
36,199796,2,Matty,Cash,Matty Cash,Digne,,,,,DEF,2,,,a,100,100,199796.jpg,,2026-03-05 00:00:08.20582,8864
37,101188,2,Lucas,Digne,Lucas Digne,Dobbin,,,,,DEF,2,,,u,100,100,101188.jpg,Permanent transfer to West Bromwich Albion,2025-10-23 13:30:07.954318,1823
47,244850,2,Morgan,Rogers,Morgan Rogers,Martinez,,,,,MID,3,,,s,100,100,244850.jpg,Suspended until 23 Aug,2025-08-10 22:00:04.458365,12412
674,225321,4,Aaron,Ramsdale,Aaron Ramsdale,Maghoma,,,,,GK,1,,,a,,,225321.jpg,,,5603
705,491745,4,Elijah,Campbell,Elijah Campbell,Arthur,,,,,DEF,2,,,a,0,0,491745.jpg,,2026-02-06 22:49:41.85749,
786,505079,4,Alfie,McNally,Alfie McNally,Benjamin Fredrick,,,,,GK,1,,,a,,,505079.jpg,,,
200,444180,7,Jaidon,Anthony,Jaidon Anthony,Guéhi,,,,,MID,3,,,i,100,100,444180.jpg,Eye Injury - Expected back 01 Jun,2025-10-07 11:30:07.662899,10746
201,183751,7,Manuel,Benson Hedilazio,Manuel Benson Hedilazio,Henderson,,,,,MID,3,,,a,0,0,183751.jpg,,2025-09-22 21:45:34.872207,
202,179458,7,Jacob,Bruun Larsen,Jacob Bruun Larsen,Holding,,,,,MID,3,,,u,100,100,179458.jpg,Loaned to Sheffield United,2025-09-14 22:00:08.065375,5355
203,578614,7,Enock,Agyei,Enock Agyei,Hughes,,,,,MID,3,,,a,,,578614.jpg,,,
205,172567,7,Josh,Cullen,Josh Cullen,Kamada,,,,,MID,3,,,a,0,0,172567.jpg,,2025-12-27 22:00:11.404644,1018
206,174592,7,Marcus,Edwards,Marcus Edwards,Lerma,,,,,MID,3,,,a,100,100,174592.jpg,,2026-03-12 16:30:09.774276,13730
207,465527,7,Hannibal,Mejbri,Hannibal Mejbri,Mateta,,,,,MID,3,,,a,100,100,465527.jpg,,2026-05-14 16:30:09.81349,9558
208,487702,7,Luca,Koleosho,Luca Koleosho,M.França,,,,,MID,3,,,a,0,0,487702.jpg,,2025-08-22 14:15:37.649817,
209,167887,7,Josh,Laurent,Josh Laurent,Matthews,,,,,MID,3,,,a,100,100,167887.jpg,,2026-03-21 19:00:09.962836,13728
210,469272,7,Loum,Tchaouna,Loum Tchaouna,Mitchell,,,,,MID,3,,,a,,,469272.jpg,,,9977
211,447715,7,Aaron,Ramsey,Aaron Ramsey,Muñoz,,,,,MID,3,,,a,0,0,447715.jpg,,2025-09-02 12:51:25.540742,
212,576323,7,Oluwaseun,Adewumi,Oluwaseun Adewumi,Ozoh,,,,,MID,3,,,u,0,0,576323.jpg,Season long loan to Derby County,2025-08-15 12:03:26.649417,
213,551206,7,Jaydon,Banel,Jaydon Banel,Rak-Sakyi,,,,,MID,3,,,u,0,0,551206.jpg,Loaned to Sheffield United,2026-01-30 16:34:44.759908,14281
214,437748,7,Mike,Trésor Ndayishimiye,Mike Trésor Ndayishimiye,Schlupp,,,,,MID,3,,,u,100,100,437748.jpg,Loaned to Celtic,2026-03-12 16:30:09.782279,12094
622,518442,9,Lewis,Orford,Lewis Orford,Berge,,,,,MID,3,,,a,0,0,518442.jpg,,2025-09-02 12:14:36.944075,
198,180804,11,Axel,Tuanzebe,Axel Tuanzebe,Edouard,,,,,DEF,2,,,a,100,100,180804.jpg,,2026-02-10 15:00:10.247449,934
616,213999,11,Edson,Álvarez Velázquez,Edson Álvarez Velázquez,Nelson,,,,,MID,3,,,u,0,0,213999.jpg,Loaned to Oxford United,2025-08-26 13:45:35.07393,
329,153682,12,Harry,Wilson,Harry Wilson,Mac Allister,,,,,MID,3,,,i,100,100,153682.jpg,Lack of match fitness - Expected back 16 Aug,2026-03-01 22:00:07.600147,5596
331,76357,12,Tom,Cairney,Tom Cairney,Morton,,,,,MID,3,,,a,100,100,76357.jpg,,2026-02-09 18:00:10.428796,6835
332,212314,12,Saša,Lukić,Saša Lukić,N.Phillips,,,,,MID,3,,,u,100,100,212314.jpg,Loaned to Derby County,2026-01-17 18:30:08.687153,1537
333,573062,12,Martial,Godo,Martial Godo,Quansah,,,,,MID,3,,,a,0,0,573062.jpg,,2025-09-02 13:30:29.210428,
334,515024,12,Luke,Harris,Luke Harris,R.Williams,,,,,MID,3,,,u,0,0,515024.jpg,Loaned to Morecambe,2025-07-28 11:48:41.571901,
335,577725,12,Josh,King,Josh King,Robertson,,,,,MID,3,,,a,100,100,577725.jpg,,2026-01-01 21:30:11.885073,12410
639,560248,1,Bastien,Meupiyou Menadjou,Bastien Meupiyou Menadjou,Setford,,,,,DEF,2,,,a,0,0,560248.jpg,,2025-07-23 18:49:36.204721,
787,565863,6,Sam,Chambers,Sam Chambers,Genesis Antwi,,,,,MID,3,,,a,,,565863.jpg,,,
199,208912,7,Joe,Worrall,Joe Worrall,Eze,,,,,DEF,2,,,a,100,100,208912.jpg,,2026-01-22 20:00:06.97957,10756
215,431639,7,Zian,Flemming,Zian Flemming,Ward,,,,,FWD,4,,,a,100,100,431639.jpg,,2026-03-12 16:30:09.790733,13729
216,492831,7,Zeki,Amdouni,Zeki Amdouni,Wharton,,,,,FWD,4,,,i,100,100,492831.jpg,Concussion - Expected back 01 Jun,2025-08-10 22:00:04.567659,11701
645,643135,7,Fer,López González,Fer López González,Devenny,,,,,MID,3,,,a,0,0,643135.jpg,,2026-01-27 16:47:01.662371,13200
741,600882,7,Harry,Gray,Harry Gray,Glasner,,,,,FWD,4,,,a,0,0,600882.jpg,,2026-01-16 15:18:53.201761,
217,435973,8,Lyle,Foster,Lyle Foster,A.Doucoure,,,,,FWD,4,,,a,100,100,435973.jpg,,2025-12-13 14:30:11.187944,7498
218,44699,8,Ashley,Barnes,Ashley Barnes,Beto,,,,,FWD,4,,,a,,,44699.jpg,,,4422
219,220598,8,Michael,Obafemi,Michael Obafemi,Branthwaite,,,,,FWD,4,,,i,0,0,220598.jpg,Hamstring injury - Expected back 01 Jul,2025-09-02 12:51:25.55523,
220,215059,8,Robert,Lynch Sánchez,Robert Lynch Sánchez,Calvert-Lewin,,,,,GK,1,,,a,100,100,215059.jpg,,2026-05-04 20:30:09.448691,9098
336,153366,12,Harrison,Reed,Harrison Reed,Szoboszlai,,,,,MID,3,,,a,100,100,153366.jpg,,2026-04-09 16:30:10.820873,910
337,102057,12,Raúl,Jiménez Rodríguez,Raúl Jiménez Rodríguez,Tsimikas,,,,,FWD,4,,,a,100,100,102057.jpg,,2025-10-29 18:00:08.542122,4105
339,437495,12,Illan,Meslier,Illan Meslier,Virgil,,,,,GK,1,,,a,,,437495.jpg,,,
636,231480,12,Santiago,Ignacio Bueno,Santiago Ignacio Bueno,Chiesa,,,,,DEF,2,,,a,100,100,231480.jpg,,2025-12-29 19:30:09.98094,10945
669,456512,12,Dan,Ndoye,Dan Ndoye,Davies,,,,,MID,3,,,a,100,75,456512.jpg,,2026-05-01 15:00:10.570574,8662
688,481283,12,James,Wright,James Wright,Nyoni,,,,,GK,1,,,a,,,481283.jpg,,,
692,647681,12,Giovanni,Leoni,Giovanni Leoni,Nallo,,,,,DEF,2,,,a,0,0,647681.jpg,,2025-09-24 06:00:06.281394,
709,431248,12,Ladislav,Krejcí,Ladislav Krejcí,Danns,,,,,DEF,2,,,u,100,100,431248.jpg,Loaned to Sunderland,2026-04-18 18:00:09.35193,12721
340,97846,13,Alex,Cairns,Alex Cairns,Akanji,,,,,GK,1,,,a,,,97846.jpg,,,
341,59735,13,Karl,Darlow,Karl Darlow,Aké,,,,,GK,1,,,a,,,59735.jpg,,,780
342,226182,13,Jayden,Bogle,Jayden Bogle,Bernardo,,,,,DEF,2,,,a,100,75,226182.jpg,,2026-05-12 11:00:09.907503,9205
343,222694,13,Pascal,Struijk,Pascal Struijk,Bobb,,,,,DEF,2,,,a,100,75,222694.jpg,,2026-05-08 15:30:09.162205,8717
344,434752,13,Jaka,Bijol,Jaka Bijol,Carson,,,,,DEF,2,,,a,100,100,434752.jpg,,2026-04-29 15:30:09.745549,6807
345,437738,13,Sebastiaan,Bornauw,Sebastiaan Bornauw,De Bruyne,,,,,DEF,2,,,a,100,100,437738.jpg,,2026-01-11 22:30:10.606564,7791
347,243526,13,Gabriel,Gudmundsson,Gabriel Gudmundsson,Ederson M.,,,,,DEF,2,,,a,0,0,243526.jpg,,2026-04-26 22:30:07.928706,9944
348,214225,13,Joe,Rodon,Joe Rodon,Foden,,,,,DEF,2,,,a,100,100,214225.jpg,,2026-04-05 21:30:09.244398,6377
349,492368,13,Isaac,Schmidt,Isaac Schmidt,Grealish,,,,,DEF,2,,,a,0,0,492368.jpg,,2025-09-02 12:00:32.361624,
350,427637,13,Brenden,Aaronson,Brenden Aaronson,Gvardiol,,,,,MID,3,,,a,100,75,427637.jpg,,2026-05-17 22:00:09.557301,10751
351,492859,13,Wilfried,Gnonto,Wilfried Gnonto,Haaland,,,,,MID,3,,,a,100,100,492859.jpg,,2025-09-18 14:30:08.147956,11155
352,221399,13,Jack,Harrison,Jack Harrison,J.Alvarez,,,,,MID,3,,,u,0,0,221399.jpg,Transferred to Atletico Madrid,2026-01-19 15:40:40.404385,8720
353,200617,13,Daniel,James,Daniel James,João Cancelo,,,,,MID,3,,,u,100,100,200617.jpg,Permanent transfer to Saudi club Al-Hilal,2026-04-08 15:30:07.85617,5595
354,199598,13,Ethan,Ampadu,Ethan Ampadu,Kovačić,,,,,MID,3,,,a,100,100,199598.jpg,,2026-05-15 14:30:09.952299,6369
355,248937,13,Sam,Greenwood,Sam Greenwood,Lewis,,,,,MID,3,,,a,0,0,248937.jpg,,2025-09-02 12:00:32.393623,
356,486520,13,Ilia,Gruev,Ilia Gruev,Matheus N.,,,,,MID,3,,,a,0,0,486520.jpg,,2026-04-24 17:30:09.489939,8000
357,433952,13,Largie,Ramazani,Largie Ramazani,McAtee,,,,,MID,3,,,a,0,0,433952.jpg,,2025-09-02 12:00:32.377624,
358,248056,13,Tanaka,Ao,Tanaka Ao,Ortega Moreno,,,,,MID,3,,,a,100,100,248056.jpg,,2025-08-24 01:30:06.493361,13834
360,462635,13,Joe,Gelhardt,Joe Gelhardt,Rodrigo,,,,,MID,3,,,a,0,0,462635.jpg,,2025-08-11 11:07:52.207439,
361,470294,13,Darko,Gyabi,Darko Gyabi,Rúben,,,,,MID,3,,,a,0,0,470294.jpg,,2025-09-02 13:38:58.066167,
363,106617,13,Patrick,Bamford,Patrick Bamford,Walker,,,,,FWD,4,,,u,0,0,106617.jpg,Loaned to Milan,2025-09-02 12:00:32.408955,
571,115556,13,Ben,Davies,Ben Davies,Savinho,,,,,DEF,2,,,a,0,0,115556.jpg,,2026-01-17 18:30:08.916445,660
838,577978,7,Rhys,Chadwick,Rhys Chadwick,Acheampong,,,,,MID,3,,,a,,,577978.jpg,,,
837,643970,11,Jayden,Lienou,Jayden Lienou,Nallo,,,,,DEF,2,,,a,,,643970.jpg,,,
839,592740,12,Alfie,Cresswell,Alfie Cresswell,Martins,,,,,MID,3,,,a,,,592740.jpg,,,
186,192290,1,Connor,Roberts,Connor Roberts,Sterling,,,,,DEF,2,,,a,100,75,192290.jpg,,2025-08-22 12:30:06.986449,
40,149484,2,Tyrone,Mings,Tyrone Mings,Hause,,,,,DEF,2,,,a,100,100,149484.jpg,,2026-04-12 21:30:08.045496,1024
41,244954,2,Pau,Torres,Pau Torres,Iling Jr,,,,,DEF,2,,,u,100,100,244954.jpg,Season long loan to Bologna,2025-12-12 00:00:09.857457,6221
48,166989,2,Youri,Tielemans,Youri Tielemans,McGinn,,,,,MID,3,,,a,100,100,166989.jpg,,2026-01-26 04:00:07.415161,5956
55,88894,2,Ross,Barkley,Ross Barkley,Sinisalo,,,,,MID,3,,,u,100,100,88894.jpg,Permanent transfer to Celtic,2025-11-30 22:30:09.043798,592
64,178301,3,Ollie,Watkins,Ollie Watkins,Cook,,,,,FWD,4,,,s,100,100,178301.jpg,Suspended until 30 Aug,2026-01-29 23:00:09.533353,8865
763,516234,5,Charlie,Gray,Charlie Gray,Cashin,,,,,MID,3,,,a,,,516234.jpg,,,
183,518030,6,Max,Weiß,Max Weiß,Petrović,,,,,GK,1,,,u,,,518030.jpg,Loaned to Strasbourg,,13731
184,489571,6,Etienne,Green,Etienne Green,Renato Veiga,,,,,GK,1,,,u,0,0,489571.jpg,Loaned to Juventus,2025-09-02 12:51:25.510909,
185,51943,6,Václav,Hladký,Václav Hladký,Sánchez,,,,,GK,1,,,a,,,51943.jpg,,,
187,58621,6,Kyle,Walker,Kyle Walker,Tosin,,,,,DEF,2,,,a,100,100,58621.jpg,,2025-12-06 20:00:09.097987,638
189,461567,6,Owen,Dodgson,Owen Dodgson,W.Fofana,,,,,DEF,2,,,i,0,0,461567.jpg,Muscle injury - Expected back 01 Jun,2025-08-11 01:08:30.737822,
190,478969,7,Hjalmar,Ekdal,Hjalmar Ekdal,Ahamada,,,,,DEF,2,,,u,,,478969.jpg,Loaned to Rennes,,11704
193,461188,7,Bashir,Humphreys,Bashir Humphreys,C.Doucouré,,,,,DEF,2,,,i,100,100,461188.jpg,Knee injury - Expected back 01 Jun,2025-12-05 17:00:09.488823,11243
194,241231,7,Jordan,Beyer,Jordan Beyer,C.Richards,,,,,DEF,2,,,a,0,0,241231.jpg,,2025-08-22 12:30:07.019474,
196,450072,7,Shurandy,Sambo,Shurandy Sambo,Clyne,,,,,DEF,2,,,d,0,0,450072.jpg,Illness - 75% chance of playing,2025-08-19 13:36:42.853472,
197,519895,7,Oliver,Sonne,Oliver Sonne,Ebiowei,,,,,DEF,2,,,u,0,0,519895.jpg,Season long loan to Oxford United,2026-02-02 13:40:27.470555,13726
191,477717,9,Maxime,Estève,Maxime Estève,Andersen,,,,,DEF,2,,,a,100,100,477717.jpg,,2026-01-15 19:30:09.554033,9487
267,232185,10,Ismaïla,Sarr,Ismaïla Sarr,Davis,,,,,MID,3,,,a,100,100,232185.jpg,,2025-11-30 22:30:09.281464,5675
192,494960,11,Quilindschy,Hartman,Quilindschy Hartman,J.Ayew,,,,,DEF,2,,,a,,,494960.jpg,,,13727
625,91889,13,Niclas,Füllkrug,Niclas Füllkrug,Gündogan,,,,,FWD,4,,,a,0,0,91889.jpg,,2026-01-02 18:40:36.22066,6098
626,565431,13,Callum,Marshall,Callum Marshall,Kaboré,,,,,FWD,4,,,u,0,0,565431.jpg,Loaned to Benfica,2026-01-08 10:37:12.178122,12359
672,551210,13,Jorrel,Hato,Jorrel Hato,Simpson-Pusey,,,,,DEF,2,,,a,100,100,551210.jpg,,2025-12-29 19:00:09.929576,13776
675,107265,13,Angus,Gunn,Angus Gunn,Wilson-Esbrand,,,,,GK,1,,,u,100,100,107265.jpg,Loaned to Stoke City,2025-10-31 00:00:09.154875,5544
703,564505,13,Sam,Proctor,Sam Proctor,Alleyne,,,,,GK,1,,,a,,,564505.jpg,,,
732,660392,13,Christantus,Uche,Christantus Uche,Khusanov,,,,,FWD,4,,,a,,,660392.jpg,,,12726
785,530335,13,Pablo Felipe,Pereira de Jesus,Pablo Felipe Pereira de Jesus,Echeverri,,,,,FWD,4,,,a,100,100,530335.jpg,,2026-02-11 13:00:10.46381,14290
364,565297,14,Mateo,Joseph Fernández-Regatillo,Mateo Joseph Fernández-Regatillo,Amad,,,,,FWD,4,,,a,0,0,565297.jpg,,2025-08-11 11:07:32.622877,
365,174594,14,Lukas,Nmecha,Lukas Nmecha,Antony,,,,,FWD,4,,,u,100,100,174594.jpg,Loaned to Real Betis,2026-01-29 15:30:09.161752,6544
830,677945,7,Will,Wright,Will Wright,Tauriainen,,,,,FWD,4,,,a,,,677945.jpg,,,
366,116535,14,Alisson,Becker,Alisson Becker,B.Fernandes,,,,,GK,1,,,a,100,75,116535.jpg,,2026-03-20 18:00:09.865488,1257
367,449027,14,Giorgi,Mamardashvili,Giorgi Mamardashvili,Bayindir,,,,,GK,1,,,a,100,100,449027.jpg,,2026-04-19 22:30:08.194343,9693
808,173879,16,Tammy,Abraham,Tammy Abraham,Sels,,,,,FWD,4,,,a,,,173879.jpg,,,702
832,718875,20,Talla,Ndiaye,Talla Ndiaye,Okoduwa,,,,,DEF,2,,,a,,,718875.jpg,,,
657,589507,1,Leon,Chiwome,Leon Chiwome,Kacurri,,,,,FWD,4,,,u,100,100,589507.jpg,Loaned to Bromley,2025-07-21 10:00:05.148649,
601,82143,5,Wes,Foderingham,Wes Foderingham,Moran,,,,,GK,1,,,u,0,0,82143.jpg,Loaned to Stoke City,2025-09-11 13:43:36.667461,
221,508479,8,Filip,Jörgensen,Filip Jörgensen,Coleman,,,,,GK,1,,,i,100,100,508479.jpg,Thigh injury - Expected back 01 Jun,2026-03-15 12:30:10.053086,9272
222,549939,8,Mike,Penders,Mike Penders,Gana,,,,,GK,1,,,a,0,0,549939.jpg,,2025-07-28 11:48:06.001822,
223,471798,8,Gabriel,Słonina,Gabriel Słonina,Garner,,,,,GK,1,,,a,,,471798.jpg,,,
224,179268,8,Marc,Cucurella Saseta,Marc Cucurella Saseta,Harrison,,,,,DEF,2,,,a,100,100,179268.jpg,,2026-02-11 13:00:09.713531,7134
225,225796,8,Reece,James,Reece James,Holgate,,,,,DEF,2,,,u,100,100,225796.jpg,Loaned to West Bromwich Albion,2026-03-17 08:30:10.494517,8067
235,244851,8,Cole,Palmer,Cole Palmer,Pickford,,,,,MID,3,,,a,100,100,244851.jpg,,2026-01-22 01:30:07.085135,8497
237,448047,8,Enzo,Fernández,Enzo Fernández,Y. Chermiti,,,,,MID,3,,,a,100,100,448047.jpg,,2026-04-04 08:30:09.435637,11356
577,553299,8,Takai,Kōta,Takai Kōta,Lindstrøm,,,,,DEF,2,,,i,0,0,553299.jpg,Groin Injury - Expected back 01 Jun,2026-01-02 18:40:16.158468,
287,111234,11,Jordan,Pickford,Jordan Pickford,Choudhury,,,,,GK,1,,,u,,,111234.jpg,Loaned to Sheffield United,,741
368,586268,14,Ármin,Pécsi,Ármin Pécsi,Casemiro,,,,,GK,1,,,a,,,586268.jpg,,,
369,155503,14,Freddie,Woodman,Freddie Woodman,Dalot,,,,,GK,1,,,a,,,155503.jpg,,,852
370,216094,14,Jeremie,Frimpong,Jeremie Frimpong,Eriksen,,,,,DEF,2,,,a,100,75,216094.jpg,,2026-05-16 17:30:09.34274,9328
371,544877,14,Milos,Kerkez,Milos Kerkez,Evans,,,,,DEF,2,,,a,100,100,544877.jpg,,2026-05-01 10:00:09.519335,11709
372,122798,14,Andrew,Robertson,Andrew Robertson,Garnacho,,,,,DEF,2,,,a,,,122798.jpg,,,1688
373,97032,14,Virgil,van Dijk,Virgil van Dijk,Hannibal,,,,,DEF,2,,,u,,,97032.jpg,Permanent move to Burnley,,833
374,204716,14,Ibrahima,Konaté,Ibrahima Konaté,Heaton,,,,,DEF,2,,,a,100,100,204716.jpg,,2026-01-23 11:00:09.438636,6326
375,492777,14,Conor,Bradley,Conor Bradley,Højlund,,,,,DEF,2,,,a,0,0,492777.jpg,,2026-01-09 17:30:11.990256,10120
376,171287,14,Joe,Gomez,Joe Gomez,Lindelof,,,,,DEF,2,,,a,100,100,171287.jpg,,2026-04-17 12:30:08.389302,987
377,214285,14,Konstantinos,Tsimikas,Konstantinos Tsimikas,Maguire,,,,,DEF,2,,,a,0,0,214285.jpg,,2025-09-22 09:16:54.545563,
378,611926,14,Amara,Nallo,Amara Nallo,Mainoo,,,,,DEF,2,,,a,100,100,611926.jpg,,2025-10-30 11:30:08.685763,
379,219937,14,Rhys,Williams,Rhys Williams,Malacia,,,,,DEF,2,,,u,,,219937.jpg,Loaned to PSV,,
380,489580,14,Calvin,Ramsay,Calvin Ramsay,Martinez,,,,,DEF,2,,,i,,,489580.jpg,Knee injury - Expected back 01 Jun,,
381,118748,14,Mohamed,Salah,Mohamed Salah,McTominay,,,,,MID,3,,,u,100,100,118748.jpg,Transferred to Napoli,2026-04-25 22:30:09.424675,1250
382,494595,14,Florian,Wirtz,Florian Wirtz,Mount,,,,,MID,3,,,a,100,100,494595.jpg,,2026-05-14 13:30:10.754598,8397
572,493125,14,Radu,Drăgușin,Radu Drăgușin,Yoro,,,,,DEF,2,,,a,100,100,493125.jpg,,2025-07-21 10:00:05.088977,9105
593,482442,14,Pape Matar,Sarr,Pape Matar Sarr,De Ligt,,,,,MID,3,,,d,100,100,482442.jpg,Knock - 50% chance of playing,2026-04-24 14:30:09.185437,9021
648,433312,14,Marshall,Munetsi,Marshall Munetsi,Wheatley,,,,,MID,3,,,u,0,0,433312.jpg,Loaned to Walsall,2025-12-04 10:30:09.80817,7908
658,531363,14,Nathan,Fraser,Nathan Fraser,Heaven,,,,,FWD,4,,,a,,,531363.jpg,,,
670,498016,14,Robin,Roefs,Robin Roefs,Amass,,,,,GK,1,,,a,100,100,498016.jpg,,2026-03-04 10:30:08.443155,13712
691,177815,14,Dominic,Calvert-Lewin,Dominic Calvert-Lewin,Kukonki,,,,,FWD,4,,,a,100,100,177815.jpg,,2026-03-13 23:30:10.190086,5555
761,604988,14,Freddie,Simmonds,Freddie Simmonds,Harrison,,,,,DEF,2,,,a,,,604988.jpg,,,
776,647960,14,Oliver,Pimlott,Oliver Pimlott,Obi,,,,,MID,3,,,a,,,647960.jpg,,,
777,514362,14,Temple,Ojinnaka,Temple Ojinnaka,Fredricson,,,,,MID,3,,,a,0,0,514362.jpg,,2026-02-06 22:51:28.266989,
827,576634,17,Jim,Thwaites,Jim Thwaites,Sasnauskas,,,,,MID,3,,,a,,,576634.jpg,,,
73,54469,1,Adam,Smith,Adam Smith,Neto,,,,,DEF,2,,,a,100,100,54469.jpg,,2025-08-31 01:00:07.918421,825
233,577016,2,Josh,Acheampong,Josh Acheampong,Onana,,,,,DEF,2,,,a,100,100,577016.jpg,,2025-09-24 11:30:08.237944,12535
74,494521,3,Adrien,Truffert,Adrien Truffert,O.Dango,,,,,DEF,2,,,i,,,494521.jpg,Groin Injury - Expected back 01 Jun,,8640
695,523705,6,Jackson,Tchatchoua,Jackson Tchatchoua,Rak-Sakyi,,,,,DEF,2,,,a,,,523705.jpg,,,12113
650,497606,7,Tawanda,Chirewa,Tawanda Chirewa,Lacroix,,,,,MID,3,,,a,0,0,497606.jpg,,2026-02-02 13:41:26.666899,12234
226,180736,8,Trevoh,Chalobah,Trevoh Chalobah,Iroegbunam,,,,,DEF,2,,,i,100,100,180736.jpg,Groin Injury - Expected back 01 Jun,2026-03-17 23:30:09.487098,6615
227,460028,8,Levi,Samuels Colwill,Levi Samuels Colwill,J.Virginia,,,,,DEF,2,,,a,100,100,460028.jpg,,2025-08-08 14:30:04.25516,10805
228,482609,8,Malo,Gusto,Malo Gusto,Keane,,,,,DEF,2,,,a,100,75,482609.jpg,,2026-05-20 12:00:09.005199,9017
229,242880,8,Benoît,Badiashile Mukinayi,Benoît Badiashile Mukinayi,Maupay,,,,,DEF,2,,,u,100,100,242880.jpg,Transferred to Marseille,2026-03-17 23:30:09.519518,7240
230,444463,8,Wesley,Fofana,Wesley Fofana,McNeil,,,,,DEF,2,,,a,0,100,444463.jpg,,2026-05-24 21:30:14.198808,7589
231,574458,8,Mamadou,Sarr,Mamadou Sarr,Mykolenko,,,,,DEF,2,,,a,100,100,574458.jpg,,2025-08-11 01:09:37.642396,11253
232,109646,8,Tosin,Adarabioyo,Tosin Adarabioyo,Ndiaye,,,,,DEF,2,,,a,100,100,109646.jpg,,2026-02-09 15:30:09.138219,5590
234,622758,8,Aarón,Anselmino,Aarón Anselmino,Patterson,,,,,DEF,2,,,a,0,0,622758.jpg,,2026-02-02 23:19:25.503392,
238,624773,8,Estêvão,Almeida de Oliveira Gonçalves,Estêvão Almeida de Oliveira Gonçalves,Young,,,,,MID,3,,,a,0,0,624773.jpg,,2026-04-20 13:30:08.787573,13775
239,463936,9,Jamie,Bynoe-Gittens,Jamie Bynoe-Gittens,Adama,,,,,MID,3,,,a,25,25,463936.jpg,,2026-04-04 21:00:10.295173,10542
240,213198,9,Christopher,Nkunku,Christopher Nkunku,Andreas,,,,,MID,3,,,a,0,0,213198.jpg,,2025-09-02 11:35:16.323578,
244,514356,9,Roméo,Lavia,Roméo Lavia,Castagne,,,,,MID,3,,,i,75,75,514356.jpg,Ankle injury - Expected back 01 Jun,2026-05-20 12:00:09.022712,10004
765,553746,13,Leo,Shahar,Leo Shahar,N.Gonzalez,,,,,DEF,2,,,a,,,553746.jpg,,,
779,629068,14,Braiden,Graham,Braiden Graham,Koné,,,,,FWD,4,,,a,,,629068.jpg,,,
788,576637,14,Godwill,Kukonki,Godwill Kukonki,Dermot Mee,,,,,DEF,2,,,a,,,576637.jpg,,,
400,88248,15,Stefan,Ortega Moreno,Stefan Ortega Moreno,Hayden,,,,,GK,1,,,u,100,100,88248.jpg,Loaned to Portsmouth,2026-03-01 22:00:07.672573,8786
401,122074,15,Marcus,Bettinelli,Marcus Bettinelli,Isak,,,,,GK,1,,,a,100,100,122074.jpg,,2025-08-22 12:00:07.134628,
402,448514,15,Rayan,Aït-Nouri,Rayan Aït-Nouri,J.Murphy,,,,,DEF,2,,,a,100,100,448514.jpg,,2025-12-13 14:30:11.538845,6674
403,477424,15,Joško,Gvardiol,Joško Gvardiol,Joelinton,,,,,DEF,2,,,i,100,100,477424.jpg,Knee injury - Expected back 01 Jun,2026-01-04 21:30:12.663651,9790
405,126184,15,Nathan,Aké,Nathan Aké,Krafth,,,,,DEF,2,,,a,,,126184.jpg,,,579
