element,name,target_gw,target_minutes,target_points
173,Mats Wieffer,18,45,1.0
173,Mats Wieffer,27,64,2.0
173,Mats Wieffer,28,70,1.0
173,Mats Wieffer,29,76,4.0
175,Joe Knight,10,1,1.0
178,Danny Welbeck,6,23,11.0
178,Danny Welbeck,7,90,1.0
178,Danny Welbeck,8,89,13.0
178,Danny Welbeck,9,90,6.0
178,Danny Welbeck,10,81,6.0
178,Danny Welbeck,11,84,2.0
178,Danny Welbeck,12,90,8.0
178,Danny Welbeck,13,64,2.0
178,Danny Welbeck,14,23,1.0
178,Danny Welbeck,15,90,2.0
178,Danny Welbeck,16,8,1.0
178,Danny Welbeck,18,15,1.0
178,Danny Welbeck,19,82,3.0
178,Danny Welbeck,20,19,1.0
178,Danny Welbeck,21,13,1.0
178,Danny Welbeck,22,76,1.0
178,Danny Welbeck,23,87,2.0
178,Danny Welbeck,24,69,2.0
178,Danny Welbeck,25,19,1.0
178,Danny Welbeck,26,80,2.0
178,Danny Welbeck,27,90,9.0
178,Danny Welbeck,28,90,9.0
178,Danny Welbeck,29,21,1.0
180,Stefanos Tzimas,6,5,1.0
180,Stefanos Tzimas,7,20,4.0
180,Stefanos Tzimas,8,19,1.0
180,Stefanos Tzimas,9,3,1.0
180,Stefanos Tzimas,10,9,1.0
180,Stefanos Tzimas,11,5,1.0
180,Stefanos Tzimas,13,25,5.0
180,Stefanos Tzimas,14,23,1.0
181,Charalampos Kostoulas,8,1,1.0
181,Charalampos Kostoulas,9,11,5.0
181,Charalampos Kostoulas,10,2,1.0
181,Charalampos Kostoulas,11,15,1.0
181,Charalampos Kostoulas,14,13,1.0
181,Charalampos Kostoulas,15,18,1.0
181,Charalampos Kostoulas,16,8,1.0
181,Charalampos Kostoulas,17,19,1.0
181,Charalampos Kostoulas,18,3,1.0
181,Charalampos Kostoulas,19,7,0.0
181,Charalampos Kostoulas,20,70,5.0
181,Charalampos Kostoulas,22,13,8.0
181,Charalampos Kostoulas,23,2,0.0
181,Charalampos Kostoulas,24,20,1.0
181,Charalampos Kostoulas,25,81,2.0
181,Charalampos Kostoulas,26,9,1.0
187,Kyle Walker,6,90,-1.0
187,Kyle Walker,7,90,1.0
187,Kyle Walker,8,90,14.0
187,Kyle Walker,9,90,3.0
187,Kyle Walker,10,90,1.0
187,Kyle Walker,11,90,0.0
187,Kyle Walker,12,90,0.0
187,Kyle Walker,13,90,3.0
187,Kyle Walker,14,90,2.0
187,Kyle Walker,15,90,0.0
187,Kyle Walker,17,76,2.0
187,Kyle Walker,18,90,6.0
187,Kyle Walker,19,90,0.0
187,Kyle Walker,20,90,0.0
187,Kyle Walker,21,90,1.0
187,Kyle Walker,22,90,2.0
187,Kyle Walker,23,90,4.0
187,Kyle Walker,24,90,0.0
187,Kyle Walker,25,90,1.0
187,Kyle Walker,26,90,1.0
187,Kyle Walker,27,45,1.0
187,Kyle Walker,29,90,3.0
190,Hjalmar Ekdal,6,90,0.0
190,Hjalmar Ekdal,9,1,1.0
190,Hjalmar Ekdal,14,90,4.0
190,Hjalmar Ekdal,15,90,1.0
190,Hjalmar Ekdal,16,90,1.0
190,Hjalmar Ekdal,17,90,4.0
190,Hjalmar Ekdal,18,90,9.0
190,Hjalmar Ekdal,19,90,3.0
190,Hjalmar Ekdal,20,90,1.0
190,Hjalmar Ekdal,22,16,1.0
191,Maxime Estève,6,90,-2.0
191,Maxime Estève,7,90,1.0
191,Maxime Estève,8,90,8.0
191,Maxime Estève,9,90,1.0
191,Maxime Estève,10,90,1.0
191,Maxime Estève,11,90,3.0
191,Maxime Estève,12,90,3.0
191,Maxime Estève,13,90,3.0
191,Maxime Estève,14,90,4.0
191,Maxime Estève,15,90,3.0
191,Maxime Estève,16,90,1.0
191,Maxime Estève,19,14,0.0
191,Maxime Estève,21,90,3.0
191,Maxime Estève,22,73,2.0
191,Maxime Estève,23,90,3.0
191,Maxime Estève,24,90,3.0
191,Maxime Estève,25,90,1.0
191,Maxime Estève,26,90,3.0
191,Maxime Estève,27,90,2.0
191,Maxime Estève,28,90,0.0
191,Maxime Estève,29,90,1.0
192,Quilindschy Hartman,6,87,3.0
192,Quilindschy Hartman,7,90,4.0
192,Quilindschy Hartman,8,90,6.0
192,Quilindschy Hartman,9,90,7.0
192,Quilindschy Hartman,10,90,1.0
192,Quilindschy Hartman,11,80,1.0
192,Quilindschy Hartman,12,90,1.0
192,Quilindschy Hartman,13,90,3.0
192,Quilindschy Hartman,14,90,2.0
192,Quilindschy Hartman,16,90,4.0
193,Bashir Humphreys,6,2,0.0
193,Bashir Humphreys,18,90,8.0
193,Bashir Humphreys,19,75,2.0
193,Bashir Humphreys,20,90,2.0
193,Bashir Humphreys,21,90,6.0
193,Bashir Humphreys,22,90,4.0
193,Bashir Humphreys,23,90,1.0
193,Bashir Humphreys,24,90,3.0
193,Bashir Humphreys,25,90,0.0
193,Bashir Humphreys,26,90,4.0
193,Bashir Humphreys,27,82,2.0
193,Bashir Humphreys,28,90,1.0
193,Bashir Humphreys,29,90,0.0
195,Lucas Pires Silva,11,9,1.0
195,Lucas Pires Silva,15,42,-3.0
195,Lucas Pires Silva,17,90,2.0
195,Lucas Pires Silva,18,90,6.0
195,Lucas Pires Silva,19,90,1.0
195,Lucas Pires Silva,20,90,1.0
195,Lucas Pires Silva,21,90,1.0
195,Lucas Pires Silva,22,90,4.0
195,Lucas Pires Silva,23,90,1.0
195,Lucas Pires Silva,24,90,1.0
195,Lucas Pires Silva,25,90,1.0
195,Lucas Pires Silva,27,45,1.0
195,Lucas Pires Silva,28,90,0.0
195,Lucas Pires Silva,29,90,1.0
197,Oliver Sonne,16,13,7.0
197,Oliver Sonne,17,13,1.0
197,Oliver Sonne,20,35,1.0
197,Oliver Sonne,21,1,1.0
198,Axel Tuanzebe,7,90,1.0
198,Axel Tuanzebe,8,90,8.0
198,Axel Tuanzebe,9,90,1.0
198,Axel Tuanzebe,10,90,3.0
198,Axel Tuanzebe,11,90,3.0
198,Axel Tuanzebe,12,90,1.0
198,Axel Tuanzebe,13,90,0.0
198,Axel Tuanzebe,16,76,1.0
198,Axel Tuanzebe,22,90,4.0
198,Axel Tuanzebe,23,90,7.0
198,Axel Tuanzebe,24,45,-2.0
199,Joe Worrall,7,1,1.0
199,Joe Worrall,15,45,1.0
199,Joe Worrall,17,90,2.0
199,Joe Worrall,26,90,3.0
199,Joe Worrall,27,90,4.0
199,Joe Worrall,28,90,2.0
199,Joe Worrall,29,56,3.0
200,Jaidon Anthony,6,87,6.0
200,Jaidon Anthony,7,58,1.0
200,Jaidon Anthony,8,82,2.0
200,Jaidon Anthony,9,76,2.0
200,Jaidon Anthony,10,61,2.0
200,Jaidon Anthony,11,80,2.0
200,Jaidon Anthony,12,71,2.0
200,Jaidon Anthony,13,15,4.0
200,Jaidon Anthony,14,57,1.0
200,Jaidon Anthony,15,4,1.0
200,Jaidon Anthony,16,13,1.0
200,Jaidon Anthony,17,76,2.0
200,Jaidon Anthony,18,17,1.0
200,Jaidon Anthony,20,80,2.0
200,Jaidon Anthony,21,32,6.0
200,Jaidon Anthony,22,90,2.0
200,Jaidon Anthony,23,90,2.0
200,Jaidon Anthony,24,79,1.0
200,Jaidon Anthony,25,65,2.0
200,Jaidon Anthony,26,90,8.0
200,Jaidon Anthony,27,83,2.0
200,Jaidon Anthony,28,90,10.0
200,Jaidon Anthony,29,90,4.0
202,Jacob Bruun Larsen,6,28,1.0
202,Jacob Bruun Larsen,7,31,1.0
202,Jacob Bruun Larsen,8,57,1.0
202,Jacob Bruun Larsen,9,68,2.0
202,Jacob Bruun Larsen,10,28,1.0
202,Jacob Bruun Larsen,11,23,1.0
202,Jacob Bruun Larsen,12,14,1.0
202,Jacob Bruun Larsen,13,15,1.0
202,Jacob Bruun Larsen,14,45,1.0
202,Jacob Bruun Larsen,15,85,2.0
202,Jacob Bruun Larsen,16,76,2.0
202,Jacob Bruun Larsen,17,65,3.0
202,Jacob Bruun Larsen,18,72,3.0
202,Jacob Bruun Larsen,19,16,1.0
202,Jacob Bruun Larsen,20,54,1.0
202,Jacob Bruun Larsen,24,10,1.0
202,Jacob Bruun Larsen,25,24,1.0
202,Jacob Bruun Larsen,26,17,1.0
202,Jacob Bruun Larsen,27,12,1.0
202,Jacob Bruun Larsen,28,45,1.0
205,Josh Cullen,6,78,4.0
205,Josh Cullen,7,90,6.0
205,Josh Cullen,8,90,3.0
205,Josh Cullen,9,90,2.0
205,Josh Cullen,10,81,1.0
205,Josh Cullen,11,90,10.0
205,Josh Cullen,12,90,2.0
205,Josh Cullen,13,80,2.0
205,Josh Cullen,14,80,4.0
205,Josh Cullen,15,90,2.0
205,Josh Cullen,16,90,4.0
205,Josh Cullen,17,90,2.0
205,Josh Cullen,18,52,1.0
206,Marcus Edwards,10,8,1.0
206,Marcus Edwards,11,9,1.0
206,Marcus Edwards,14,32,1.0
206,Marcus Edwards,15,1,1.0
206,Marcus Edwards,16,28,1.0
206,Marcus Edwards,17,13,4.0
206,Marcus Edwards,18,87,3.0
206,Marcus Edwards,19,90,2.0
206,Marcus Edwards,20,35,1.0
206,Marcus Edwards,21,90,5.0
206,Marcus Edwards,22,89,9.0
206,Marcus Edwards,23,84,2.0
206,Marcus Edwards,24,68,2.0
206,Marcus Edwards,25,66,2.0
206,Marcus Edwards,26,72,5.0
206,Marcus Edwards,27,90,2.0
207,Hannibal Mejbri,6,2,1.0
207,Hannibal Mejbri,8,7,0.0
207,Hannibal Mejbri,9,1,4.0
207,Hannibal Mejbri,10,14,1.0
207,Hannibal Mejbri,11,19,4.0
207,Hannibal Mejbri,12,18,0.0
207,Hannibal Mejbri,13,59,0.0
207,Hannibal Mejbri,14,31,1.0
207,Hannibal Mejbri,21,57,0.0
207,Hannibal Mejbri,22,1,1.0
207,Hannibal Mejbri,23,5,1.0
207,Hannibal Mejbri,25,90,2.0
207,Hannibal Mejbri,26,82,10.0
207,Hannibal Mejbri,27,90,1.0
207,Hannibal Mejbri,28,83,10.0
207,Hannibal Mejbri,29,71,2.0
209,Josh Laurent,6,90,2.0
209,Josh Laurent,7,81,2.0
209,Josh Laurent,8,13,1.0
209,Josh Laurent,9,21,1.0
209,Josh Laurent,10,75,2.0
209,Josh Laurent,12,6,1.0
209,Josh Laurent,13,15,1.0
209,Josh Laurent,15,25,0.0
209,Josh Laurent,17,90,4.0
209,Josh Laurent,18,90,5.0
209,Josh Laurent,19,90,10.0
209,Josh Laurent,20,90,1.0
209,Josh Laurent,21,90,4.0
209,Josh Laurent,22,5,1.0
209,Josh Laurent,23,21,0.0
209,Josh Laurent,24,45,1.0
209,Josh Laurent,25,45,0.0
209,Josh Laurent,26,90,2.0
209,Josh Laurent,27,77,1.0
209,Josh Laurent,28,45,1.0
209,Josh Laurent,29,18,1.0
210,Loum Tchaouna,6,61,2.0
210,Loum Tchaouna,7,58,1.0
210,Loum Tchaouna,8,32,6.0
210,Loum Tchaouna,10,28,1.0
210,Loum Tchaouna,11,66,2.0
210,Loum Tchaouna,12,75,2.0
210,Loum Tchaouna,13,74,3.0
210,Loum Tchaouna,14,45,1.0
210,Loum Tchaouna,17,24,1.0
210,Loum Tchaouna,19,73,2.0
210,Loum Tchaouna,20,26,1.0
210,Loum Tchaouna,22,1,1.0
210,Loum Tchaouna,24,21,1.0
210,Loum Tchaouna,25,23,1.0
210,Loum Tchaouna,27,7,1.0
210,Loum Tchaouna,28,6,1.0
210,Loum Tchaouna,29,33,1.0
213,Jaydon Banel,20,9,1.0
214,Mike Trésor Ndayishimiye,16,7,1.0
214,Mike Trésor Ndayishimiye,17,8,1.0
214,Mike Trésor Ndayishimiye,18,2,1.0
214,Mike Trésor Ndayishimiye,19,2,1.0
215,Zian Flemming,7,8,1.0
215,Zian Flemming,8,76,2.0
215,Zian Flemming,9,90,13.0
215,Zian Flemming,10,75,1.0
215,Zian Flemming,11,70,5.0
215,Zian Flemming,12,71,2.0
215,Zian Flemming,13,90,6.0
215,Zian Flemming,14,58,1.0
215,Zian Flemming,15,4,5.0
215,Zian Flemming,16,28,1.0
215,Zian Flemming,17,64,1.0
215,Zian Flemming,18,2,1.0
215,Zian Flemming,24,27,1.0
215,Zian Flemming,25,66,2.0
215,Zian Flemming,26,72,2.0
215,Zian Flemming,27,90,9.0
215,Zian Flemming,28,90,6.0
217,Lyle Foster,6,79,2.0
217,Lyle Foster,7,68,1.0
217,Lyle Foster,9,13,7.0
217,Lyle Foster,12,18,1.0
217,Lyle Foster,13,74,2.0
217,Lyle Foster,14,90,2.0
217,Lyle Foster,15,45,1.0
217,Lyle Foster,16,61,2.0
217,Lyle Foster,21,14,0.0
217,Lyle Foster,22,16,1.0
217,Lyle Foster,23,21,5.0
217,Lyle Foster,24,62,2.0
217,Lyle Foster,25,23,1.0
217,Lyle Foster,26,17,1.0
217,Lyle Foster,28,45,0.0
217,Lyle Foster,29,90,2.0
218,Ashley Barnes,8,7,1.0
218,Ashley Barnes,19,2,1.0
218,Ashley Barnes,27,6,1.0
218,Ashley Barnes,28,1,1.0
218,Ashley Barnes,29,7,1.0
220,Robert Lynch Sánchez,6,90,1.0
220,Robert Lynch Sánchez,7,90,2.0
220,Robert Lynch Sánchez,8,90,5.0
220,Robert Lynch Sánchez,9,90,1.0
220,Robert Lynch Sánchez,10,90,6.0
220,Robert Lynch Sánchez,11,90,6.0
220,Robert Lynch Sánchez,12,90,6.0
220,Robert Lynch Sánchez,13,90,3.0
220,Robert Lynch Sánchez,14,90,1.0
220,Robert Lynch Sánchez,15,90,10.0
220,Robert Lynch Sánchez,16,90,6.0
220,Robert Lynch Sánchez,17,90,4.0
220,Robert Lynch Sánchez,18,90,3.0
220,Robert Lynch Sánchez,19,90,2.0
220,Robert Lynch Sánchez,21,90,2.0
220,Robert Lynch Sánchez,22,90,11.0
220,Robert Lynch Sánchez,23,90,3.0
220,Robert Lynch Sánchez,24,90,2.0
220,Robert Lynch Sánchez,25,90,2.0
220,Robert Lynch Sánchez,26,90,1.0
220,Robert Lynch Sánchez,27,90,2.0
220,Robert Lynch Sánchez,28,90,2.0
221,Filip Jörgensen,20,90,2.0
221,Filip Jörgensen,29,90,3.0
224,Marc Cucurella Saseta,6,90,0.0
224,Marc Cucurella Saseta,7,90,7.0
224,Marc Cucurella Saseta,8,90,8.0
224,Marc Cucurella Saseta,9,90,1.0
224,Marc Cucurella Saseta,10,90,7.0
224,Marc Cucurella Saseta,11,90,6.0
224,Marc Cucurella Saseta,12,90,6.0
224,Marc Cucurella Saseta,13,90,1.0
224,Marc Cucurella Saseta,14,90,1.0
224,Marc Cucurella Saseta,15,90,6.0
224,Marc Cucurella Saseta,16,90,6.0
224,Marc Cucurella Saseta,17,90,1.0
224,Marc Cucurella Saseta,18,68,2.0
224,Marc Cucurella Saseta,21,21,-3.0
224,Marc Cucurella Saseta,22,90,5.0
224,Marc Cucurella Saseta,23,90,4.0
224,Marc Cucurella Saseta,24,45,7.0
224,Marc Cucurella Saseta,25,90,4.0
224,Marc Cucurella Saseta,26,45,1.0
224,Marc Cucurella Saseta,29,11,1.0
225,Reece James,6,90,3.0
225,Reece James,7,90,4.0
225,Reece James,8,90,18.0
225,Reece James,9,90,1.0
225,Reece James,10,90,7.0
225,Reece James,11,13,1.0
225,Reece James,12,45,1.0
225,Reece James,13,90,8.0
225,Reece James,15,90,6.0
225,Reece James,16,90,6.0
225,Reece James,17,90,7.0
225,Reece James,18,90,6.0
225,Reece James,19,45,1.0
225,Reece James,20,90,1.0
225,Reece James,21,25,1.0
225,Reece James,22,84,7.0
225,Reece James,23,80,6.0
225,Reece James,24,9,1.0
225,Reece James,27,88,6.0
225,Reece James,28,90,6.0
225,Reece James,29,90,2.0
226,Trevoh Chalobah,6,52,-3.0
226,Trevoh Chalobah,8,90,6.0
226,Trevoh Chalobah,9,90,1.0
226,Trevoh Chalobah,10,90,7.0
226,Trevoh Chalobah,11,90,6.0
226,Trevoh Chalobah,12,90,6.0
226,Trevoh Chalobah,13,90,9.0
226,Trevoh Chalobah,14,90,1.0
226,Trevoh Chalobah,15,90,11.0
226,Trevoh Chalobah,16,90,9.0
226,Trevoh Chalobah,17,90,3.0
226,Trevoh Chalobah,18,90,0.0
226,Trevoh Chalobah,19,90,1.0
226,Trevoh Chalobah,20,90,4.0
226,Trevoh Chalobah,21,90,3.0
226,Trevoh Chalobah,22,90,8.0
226,Trevoh Chalobah,23,90,4.0
226,Trevoh Chalobah,24,90,3.0
226,Trevoh Chalobah,25,90,4.0
226,Trevoh Chalobah,26,90,3.0
226,Trevoh Chalobah,27,90,2.0
226,Trevoh Chalobah,28,90,1.0
226,Trevoh Chalobah,29,90,2.0
228,Malo Gusto,6,27,0.0
228,Malo Gusto,7,90,5.0
228,Malo Gusto,8,86,3.0
228,Malo Gusto,10,75,6.0
228,Malo Gusto,11,76,15.0
228,Malo Gusto,12,23,1.0
228,Malo Gusto,13,90,2.0
228,Malo Gusto,14,45,1.0
228,Malo Gusto,15,90,7.0
228,Malo Gusto,16,90,18.0
228,Malo Gusto,17,53,-1.0
228,Malo Gusto,18,21,1.0
228,Malo Gusto,19,90,1.0
228,Malo Gusto,20,90,2.0
228,Malo Gusto,21,75,2.0
228,Malo Gusto,23,16,1.0
228,Malo Gusto,24,80,1.0
228,Malo Gusto,25,74,2.0
228,Malo Gusto,26,90,0.0
228,Malo Gusto,27,79,6.0
228,Malo Gusto,28,15,1.0
228,Malo Gusto,29,74,5.0
229,Benoît Badiashile Mukinayi,6,11,-1.0
229,Benoît Badiashile Mukinayi,7,54,1.0
229,Benoît Badiashile Mukinayi,12,45,0.0
229,Benoît Badiashile Mukinayi,14,45,0.0
229,Benoît Badiashile Mukinayi,18,90,1.0
229,Benoît Badiashile Mukinayi,20,90,2.0
229,Benoît Badiashile Mukinayi,23,90,4.0
229,Benoît Badiashile Mukinayi,24,45,0.0
230,Wesley Fofana,10,88,6.0
230,Wesley Fofana,11,90,6.0
230,Wesley Fofana,13,90,4.0
230,Wesley Fofana,15,90,9.0
230,Wesley Fofana,16,90,9.0
230,Wesley Fofana,17,90,1.0
230,Wesley Fofana,19,90,3.0
230,Wesley Fofana,22,32,0.0
230,Wesley Fofana,23,17,1.0
230,Wesley Fofana,24,45,4.0
230,Wesley Fofana,25,90,2.0
230,Wesley Fofana,26,11,1.0
230,Wesley Fofana,27,71,-1.0
230,Wesley Fofana,29,78,2.0
231,Mamadou Sarr,27,2,1.0
231,Mamadou Sarr,28,89,1.0
232,Tosin Adarabioyo,8,9,1.0
232,Tosin Adarabioyo,9,14,1.0
232,Tosin Adarabioyo,10,1,1.0
232,Tosin Adarabioyo,12,90,10.0
232,Tosin Adarabioyo,14,90,3.0
232,Tosin Adarabioyo,21,90,0.0
232,Tosin Adarabioyo,22,57,3.0
232,Tosin Adarabioyo,27,15,1.0
232,Tosin Adarabioyo,28,1,1.0
232,Tosin Adarabioyo,29,11,1.0
233,Josh Acheampong,6,36,0.0
233,Josh Acheampong,7,67,2.0
233,Josh Acheampong,8,80,14.0
233,Josh Acheampong,9,75,2.0
233,Josh Acheampong,19,45,0.0
233,Josh Acheampong,20,61,2.0
233,Josh Acheampong,21,14,1.0
233,Josh Acheampong,22,5,1.0
233,Josh Acheampong,25,15,1.0
233,Josh Acheampong,26,78,0.0
233,Josh Acheampong,27,1,1.0
235,Cole Palmer,14,29,1.0
235,Cole Palmer,15,57,1.0
235,Cole Palmer,16,57,6.0
235,Cole Palmer,17,79,5.0
235,Cole Palmer,18,71,2.0
235,Cole Palmer,19,62,7.0
235,Cole Palmer,20,90,2.0
235,Cole Palmer,21,74,1.0
235,Cole Palmer,22,90,9.0
235,Cole Palmer,24,90,2.0
235,Cole Palmer,25,60,20.0
235,Cole Palmer,26,90,12.0
235,Cole Palmer,27,74,3.0
235,Cole Palmer,28,85,1.0
235,Cole Palmer,29,84,9.0
236,Pedro Lomba Neto,6,78,2.0
236,Pedro Lomba Neto,7,74,2.0
236,Pedro Lomba Neto,8,77,12.0
236,Pedro Lomba Neto,9,84,8.0
236,Pedro Lomba Neto,10,84,3.0
236,Pedro Lomba Neto,11,76,9.0
236,Pedro Lomba Neto,12,90,8.0
236,Pedro Lomba Neto,13,90,2.0
236,Pedro Lomba Neto,14,45,6.0
236,Pedro Lomba Neto,15,90,2.0
236,Pedro Lomba Neto,16,90,6.0
236,Pedro Lomba Neto,17,90,2.0
236,Pedro Lomba Neto,18,90,2.0
236,Pedro Lomba Neto,19,45,1.0
236,Pedro Lomba Neto,20,90,2.0
236,Pedro Lomba Neto,21,90,5.0
236,Pedro Lomba Neto,22,90,3.0
236,Pedro Lomba Neto,23,73,3.0
236,Pedro Lomba Neto,24,64,2.0
236,Pedro Lomba Neto,25,90,2.0
236,Pedro Lomba Neto,26,26,1.0
236,Pedro Lomba Neto,27,87,8.0
236,Pedro Lomba Neto,28,69,-1.0
237,Enzo Fernández,6,90,9.0
237,Enzo Fernández,7,90,2.0
237,Enzo Fernández,9,90,2.0
237,Enzo Fernández,10,90,2.0
237,Enzo Fernández,11,82,3.0
237,Enzo Fernández,12,90,11.0
237,Enzo Fernández,13,90,2.0
237,Enzo Fernández,14,90,2.0
237,Enzo Fernández,15,90,3.0
237,Enzo Fernández,16,90,3.0
237,Enzo Fernández,17,36,1.0
237,Enzo Fernández,18,90,1.0
237,Enzo Fernández,19,90,9.0
237,Enzo Fernández,20,90,11.0
237,Enzo Fernández,21,64,1.0
237,Enzo Fernández,22,84,6.0
237,Enzo Fernández,23,90,8.0
237,Enzo Fernández,24,90,8.0
237,Enzo Fernández,25,90,2.0
237,Enzo Fernández,26,90,2.0
237,Enzo Fernández,27,90,2.0
237,Enzo Fernández,28,85,1.0
237,Enzo Fernández,29,78,4.0
238,Estêvão Almeida de Oliveira Gonçalves,6,63,3.0
238,Estêvão Almeida de Oliveira Gonçalves,7,15,8.0
238,Estêvão Almeida de Oliveira Gonçalves,8,12,3.0
238,Estêvão Almeida de Oliveira Gonçalves,9,32,1.0
238,Estêvão Almeida de Oliveira Gonçalves,10,5,1.0
238,Estêvão Almeida de Oliveira Gonçalves,11,26,4.0
238,Estêvão Almeida de Oliveira Gonçalves,13,45,1.0
238,Estêvão Almeida de Oliveira Gonçalves,14,45,0.0
238,Estêvão Almeida de Oliveira Gonçalves,15,13,1.0
238,Estêvão Almeida de Oliveira Gonçalves,16,9,1.0
238,Estêvão Almeida de Oliveira Gonçalves,18,18,1.0
238,Estêvão Almeida de Oliveira Gonçalves,19,90,5.0
238,Estêvão Almeida de Oliveira Gonçalves,20,45,1.0
238,Estêvão Almeida de Oliveira Gonçalves,23,73,13.0
238,Estêvão Almeida de Oliveira Gonçalves,26,63,3.0
239,Jamie Bynoe-Gittens,7,15,1.0
239,Jamie Bynoe-Gittens,8,45,1.0
239,Jamie Bynoe-Gittens,9,14,1.0
239,Jamie Bynoe-Gittens,10,24,1.0
239,Jamie Bynoe-Gittens,11,7,1.0
239,Jamie Bynoe-Gittens,12,90,6.0
239,Jamie Bynoe-Gittens,14,60,5.0
239,Jamie Bynoe-Gittens,16,25,1.0
239,Jamie Bynoe-Gittens,18,21,1.0
239,Jamie Bynoe-Gittens,19,1,1.0
239,Jamie Bynoe-Gittens,23,16,1.0
239,Jamie Bynoe-Gittens,24,25,1.0
241,Moisés Caicedo Corozo,6,90,2.0
241,Moisés Caicedo Corozo,7,90,10.0
241,Moisés Caicedo Corozo,8,45,1.0
241,Moisés Caicedo Corozo,9,90,2.0
241,Moisés Caicedo Corozo,10,90,10.0
241,Moisés Caicedo Corozo,11,90,2.0
241,Moisés Caicedo Corozo,13,37,-2.0
241,Moisés Caicedo Corozo,17,90,3.0
241,Moisés Caicedo Corozo,18,90,3.0
241,Moisés Caicedo Corozo,19,90,1.0
241,Moisés Caicedo Corozo,21,90,4.0
241,Moisés Caicedo Corozo,22,90,5.0
241,Moisés Caicedo Corozo,23,72,2.0
241,Moisés Caicedo Corozo,24,90,3.0
241,Moisés Caicedo Corozo,25,90,5.0
241,Moisés Caicedo Corozo,26,90,1.0
241,Moisés Caicedo Corozo,27,90,2.0
241,Moisés Caicedo Corozo,28,90,4.0
241,Moisés Caicedo Corozo,29,90,2.0
242,Kiernan Dewsbury-Hall,6,90,1.0
242,Kiernan Dewsbury-Hall,8,85,2.0
242,Kiernan Dewsbury-Hall,9,90,2.0
242,Kiernan Dewsbury-Hall,10,82,2.0
242,Kiernan Dewsbury-Hall,11,88,9.0
242,Kiernan Dewsbury-Hall,12,87,13.0
242,Kiernan Dewsbury-Hall,13,90,7.0
242,Kiernan Dewsbury-Hall,14,90,3.0
242,Kiernan Dewsbury-Hall,15,90,16.0
242,Kiernan Dewsbury-Hall,16,15,1.0
242,Kiernan Dewsbury-Hall,23,45,1.0
242,Kiernan Dewsbury-Hall,24,78,2.0
242,Kiernan Dewsbury-Hall,25,90,13.0
242,Kiernan Dewsbury-Hall,26,90,2.0
242,Kiernan Dewsbury-Hall,27,90,4.0
242,Kiernan Dewsbury-Hall,28,88,6.0
242,Kiernan Dewsbury-Hall,29,90,9.0
243,Tyrique George,9,5,1.0
243,Tyrique George,25,21,1.0
243,Tyrique George,26,61,2.0
243,Tyrique George,27,17,1.0
243,Tyrique George,29,3,1.0
244,Roméo Lavia,6,11,1.0
244,Roméo Lavia,7,35,1.0
244,Roméo Lavia,8,45,1.0
244,Roméo Lavia,10,14,1.0
244,Roméo Lavia,28,15,1.0
244,Roméo Lavia,29,15,1.0
246,Andrey Nascimento dos Santos,6,53,1.0
246,Andrey Nascimento dos Santos,8,45,1.0
246,Andrey Nascimento dos Santos,9,5,0.0
246,Andrey Nascimento dos Santos,11,7,1.0
246,Andrey Nascimento dos Santos,12,90,5.0
246,Andrey Nascimento dos Santos,14,76,2.0
246,Andrey Nascimento dos Santos,16,32,1.0
246,Andrey Nascimento dos Santos,17,11,0.0
246,Andrey Nascimento dos Santos,19,3,1.0
246,Andrey Nascimento dos Santos,20,45,1.0
246,Andrey Nascimento dos Santos,21,27,1.0
246,Andrey Nascimento dos Santos,22,33,1.0
246,Andrey Nascimento dos Santos,23,90,3.0
246,Andrey Nascimento dos Santos,25,83,2.0
246,Andrey Nascimento dos Santos,26,78,2.0
246,Andrey Nascimento dos Santos,27,90,2.0
246,Andrey Nascimento dos Santos,28,74,2.0
246,Andrey Nascimento dos Santos,29,5,1.0
249,João Pedro Junqueira de Jesus,6,90,2.0
249,João Pedro Junqueira de Jesus,7,73,2.0
249,João Pedro Junqueira de Jesus,8,90,2.0
249,João Pedro Junqueira de Jesus,9,84,2.0
249,João Pedro Junqueira de Jesus,10,90,9.0
249,João Pedro Junqueira de Jesus,11,82,7.0
249,João Pedro Junqueira de Jesus,12,75,1.0
249,João Pedro Junqueira de Jesus,13,54,1.0
249,João Pedro Junqueira de Jesus,14,90,2.0
249,João Pedro Junqueira de Jesus,15,32,1.0
249,João Pedro Junqueira de Jesus,16,80,2.0
249,João Pedro Junqueira de Jesus,17,90,6.0
249,João Pedro Junqueira de Jesus,18,68,8.0
249,João Pedro Junqueira de Jesus,19,27,1.0
249,João Pedro Junqueira de Jesus,20,61,2.0
249,João Pedro Junqueira de Jesus,21,15,1.0
249,João Pedro Junqueira de Jesus,22,73,8.0
249,João Pedro Junqueira de Jesus,23,84,12.0
249,João Pedro Junqueira de Jesus,24,45,10.0
249,João Pedro Junqueira de Jesus,25,74,8.0
249,João Pedro Junqueira de Jesus,26,90,10.0
249,João Pedro Junqueira de Jesus,27,79,7.0
249,João Pedro Junqueira de Jesus,28,90,2.0
249,João Pedro Junqueira de Jesus,29,84,19.0
250,Liam Delap,11,63,2.0
250,Liam Delap,12,66,2.0
250,Liam Delap,13,35,1.0
250,Liam Delap,14,60,2.0
250,Liam Delap,15,31,1.0
